4
0	 375 	 375 
1 	 17 	 310 
2 	 39 	 85 
3 	 48 	 403 
4 	 49 	 444 
5 	 55 	 153 
6 	 59 	 250 
7 	 59 	 476 
8 	 62 	 353 
9 	 81 	 441 
10 	 85 	 367 
11 	 85 	 419 
12 	 89 	 418 
13 	 105 	 376 
14 	 109 	 258 
15 	 110 	 411 
16 	 110 	 447 
17 	 118 	 413 
18 	 120 	 49 
19 	 120 	 451 
20 	 120 	 459 
21 	 122 	 104 
22 	 133 	 410 
23 	 142 	 439 
24 	 145 	 412 
25 	 146 	 364 
26 	 161 	 190 
27 	 161 	 414 
28 	 161 	 434 
29 	 162 	 458 
30 	 165 	 374 
31 	 167 	 399 
32 	 178 	 409 
33 	 179 	 265 
34 	 179 	 365 
35 	 179 	 427 
36 	 182 	 359 
37 	 184 	 76 
38 	 184 	 198 
39 	 185 	 124 
40 	 186 	 169 
41 	 186 	 440 
42 	 188 	 63 
43 	 194 	 433 
44 	 197 	 352 
45 	 200 	 376 
46 	 211 	 462 
47 	 212 	 140 
48 	 222 	 181 
49 	 223 	 21 
50 	 223 	 328 
51 	 233 	 27 
52 	 235 	 405 
53 	 239 	 229 
54 	 276 	 231 
55 	 284 	 362 
56 	 286 	 24 
57 	 292 	 148 
58 	 299 	 188 
59 	 302 	 184 
60 	 317 	 237 
61 	 320 	 331 
62 	 323 	 137 
63 	 324 	 85 
64 	 325 	 74 
65 	 329 	 217 
66 	 335 	 109 
67 	 338 	 168 
68 	 338 	 208 
69 	 338 	 332 
70 	 342 	 143 
71 	 345 	 427 
72 	 346 	 247 
73 	 353 	 350 
74 	 353 	 488 
75 	 354 	 135 
76 	 356 	 113 
77 	 362 	 491 
78 	 364 	 129 
79 	 365 	 34 
80 	 368 	 129 
81 	 368 	 230 
82 	 371 	 470 
83 	 375 	 387 
84 	 375 	 401 
85 	 390 	 379 
86 	 391 	 441 
87 	 392 	 183 
88 	 392 	 196 
89 	 396 	 420 
90 	 397 	 96 
91 	 399 	 365 
92 	 406 	 103 
93 	 408 	 158 
94 	 410 	 152 
95 	 410 	 203 
96 	 410 	 432 
97 	 412 	 128 
98 	 413 	 236 
99 	 413 	 473 
100 	 417 	 466 
101 	 418 	 211 
102 	 421 	 218 
103 	 421 	 495 
104 	 429 	 420 
105 	 434 	 321 
106 	 436 	 253 
107 	 438 	 465 
108 	 443 	 491 
109 	 444 	 398 
110 	 444 	 468 
111 	 449 	 452 
112 	 452 	 141 
113 	 452 	 394 
114 	 453 	 379 
115 	 479 	 412 
116 	 483 	 487 
117 	 484 	 424 
118 	 485 	 419 
119 	 489 	 480 
120 	 496 	 409
-1
